Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,xAG,Team
Abderrahmane Rebbach,,F M S,,23,,892,1,1,0,4,0,2.703960971906781,2.9706556648015976,Alaves
Aitor Mañas,,S,,6,,58,0,0,0,0,0,0.5702066421508789,0.0306509360671043,Alaves
Ander Guevara,,M S,,20,,517,1,0,0,2,1,0.6024258323013783,0.1165409386157989,Alaves
Antonio Blanco,,M,,28,,2426,1,2,0,7,0,0.7245643669739366,0.8403193764388561,Alaves
Antonio Martínez,,F S,,29,,2067,8,3,0,1,0,8.586508460342884,2.639205563813448,Alaves
Antonio Sivera,,GK,,30,,2700,0,0,0,2,0,0.0,0.0,Alaves
Calebe,,D F M S,,17,,742,0,0,0,2,0,0.1414615493267774,0.4210248803719878,Alaves
Carles Aleñá,,F M S,,30,,1877,0,4,0,4,0,2.1177457850426435,3.800553048960865,Alaves
Carlos Ballestero,,S,,1,,1,0,0,0,0,0,0.0,0.0,Alaves
Carlos Benavídez,,D S,,9,,234,0,0,0,0,1,0.2258257940411567,0.0830722209066152,Alaves
Carlos Vicente,,F M S,,21,,1250,5,0,3,1,0,3.714753158390522,3.857187973335385,Alaves
Denis Suárez,,M S,,22,,1061,1,1,0,5,0,1.328289536759257,1.3496616948395967,Alaves
Diego Morcillo,,S,,1,,8,0,0,0,0,0,0.5672497153282166,0.0,Alaves
Facundo Garcés,,D S,,10,,786,0,0,0,3,0,0.61756222974509,0.0,Alaves
Ibrahim Diabate,,F S,,2,,116,0,0,0,0,0,0.2025847807526588,0.0,Alaves
Jon Guridi,,F M S,,20,,737,0,0,0,1,0,1.2180069275200367,0.1250181142240762,Alaves
Jon Pacheco Dozagarat,,D S,,21,,1730,0,0,0,3,1,0.2430377919226884,0.7593822702765465,Alaves
Jonny,,D,,29,,2556,0,0,0,5,0,0.8223819062113762,1.1265473905950785,Alaves
Lander Pinillos,,S,,1,,1,0,0,0,0,0,0.0,0.0,Alaves
Lucas Boyé,,F M S,,24,,1764,10,1,3,2,1,10.48336954973638,2.599700415506959,Alaves
Mariano,,F S,,10,,269,0,0,0,1,0,0.2497823312878608,0.7592702507972717,Alaves
Moussa Diarra,,D,,3,,225,0,0,0,1,0,0.0,0.0150750838220119,Alaves
Nahuel Tenaglia,,D,,28,,2520,1,0,0,2,0,1.364607154391706,0.2647302877157926,Alaves
Pablo Ibáñez,,M S,,29,,1858,1,1,0,5,0,3.5098915323615074,1.0418870076537132,Alaves
Victor Parada,,D S,,22,,1513,0,3,0,6,1,1.3966120490804317,2.3470336636528373,Alaves
Ville Koski,,S,,2,,11,0,0,0,0,0,0.0,0.0,Alaves
Youssef Lekhedim,,D S,,22,,1194,0,1,0,5,0,0.7701235758140683,2.1280921027064323,Alaves
Ángel Pérez,,D M S,,8,,579,1,1,0,1,0,0.6904677208513021,0.7895076274871826,Alaves
Adama Boiro,,D S,,9,,597,0,0,0,1,0,0.0368569269776344,0.1399121209979057,Athletic Club
Aitor Paredes,,D S,,17,,1445,1,0,0,4,0,1.343791265040636,0.7405439838767052,Athletic Club
Alejandro Rego,,M S,,21,,807,1,0,0,5,0,0.5154665904119611,0.4051173590123653,Athletic Club
Alex Berenguer,,F M S,,25,,1888,2,3,0,4,0,4.924537650309503,5.293281830847263,Athletic Club
Andoni Gorosabel,,D S,,16,,815,0,1,0,2,0,0.2154859928414225,0.4473420679569244,Athletic Club
Asier Hierro,,S,,1,,30,0,0,0,0,0,0.0869530513882637,0.0195711869746446,Athletic Club
Aymeric Laporte,,D S,,19,,1582,0,1,0,2,0,1.7030628975480795,0.4414121750742197,Athletic Club
Beñat Prados,,M S,,2,,87,0,0,0,1,0,0.0202444195747375,0.03657878190279,Athletic Club
Dani Vivian,,D S,,25,,2190,1,0,0,8,1,1.366984797641635,1.5774906277656555,Athletic Club
Eder García,,S,,2,,30,0,0,0,1,0,0.0365744195878505,0.0,Athletic Club
Gorka Guruzeta,,F M S,,27,,1762,6,1,1,2,1,8.9389584697783,2.79004822857678,Athletic Club
Inigo Ruiz de Galarreta,,M S,,27,,1819,1,1,0,11,0,0.533484579063952,2.6452022967860103,Athletic Club
Iñaki Williams,,F M S,,22,,1590,2,4,1,1,0,6.0622158739715815,2.766031127423048,Athletic Club
Jesús Areso,,D S,,24,,1412,0,1,0,3,0,0.095483249053359,1.526359448209405,Athletic Club
Maroan Sannadi,,F S,,9,,264,1,0,0,2,0,1.0051096249371767,0.5883069485425949,Athletic Club
Mikel Jauregizar,,M S,,29,,2364,2,0,0,4,0,1.089722279459238,1.2458198824897408,Athletic Club
Mikel Vesga,,M S,,20,,364,0,0,0,0,0,0.1971089020371437,0.1244056141003966,Athletic Club
Nico Williams,,M S,,20,,1378,4,2,1,1,0,4.948663843795657,3.91133791860193,Athletic Club
Nicolás Serrano,,M S,,13,,322,1,0,0,0,0,0.5777395609766245,0.4942029751837253,Athletic Club
Oihan Sancet,,M S,,23,,1603,3,0,2,4,1,6.669009603559971,1.3745818119496107,Athletic Club
Roberto Navarro,,M S,,24,,855,5,1,0,1,0,3.0039532454684377,1.3722321689128876,Athletic Club
Selton Sánchez,,M S,,7,,191,0,1,0,0,0,0.2842219620943069,0.1571777909994125,Athletic Club
Unai Gómez,,F M S,,20,,607,1,1,0,1,1,1.4200693126767874,0.6146819815039635,Athletic Club
Unai Simón,,GK,,30,,2700,0,0,0,1,0,0.0,0.0318873859941959,Athletic Club
Urko Izeta,,F S,,11,,139,0,0,0,2,0,1.1592427976429462,0.3224271722137928,Athletic Club
Yeray Álvarez,,D,,1,,65,0,0,0,0,0,0.0,0.0,Athletic Club
Yuri,,D S,,26,,2200,0,3,0,4,0,0.4295263988897204,2.577171828597784,Athletic Club
Íñigo Lekue,,D S,,9,,527,0,0,0,2,0,0.1312863305211067,0.0452195592224597,Athletic Club
Ademola Lookman,,F M S,,7,,343,2,0,0,1,0,2.120290078222752,0.7812299206852913,Atletico Madrid
Alexander Sørloth,,F S,,29,,1584,10,0,0,4,1,9.739260882139206,1.2237359210848808,Atletico Madrid
Antoine Griezmann,,F S,,27,,994,6,1,0,0,0,6.472281413152814,2.708324141800404,Atletico Madrid
Clement Lenglet,,D,,13,,1015,0,1,0,3,1,0.1453948058187961,0.3937023878097534,Atletico Madrid
Conor Gallagher,,M S,,19,,630,2,0,0,2,0,1.2670744927600026,0.4999467879533767,Atletico Madrid
David Hancko,,D S,,26,,2122,0,2,0,2,0,0.987446265295148,2.1513782758265734,Atletico Madrid
Giacomo Raspadori,,F S,,12,,203,0,1,0,1,0,0.8766965568065643,0.9504356123507024,Atletico Madrid
Giménez,,D S,,15,,1146,0,1,0,3,0,1.5400749556720257,0.5037803649902344,Atletico Madrid
Giuliano Simeone,,D F M S,,27,,1960,4,6,0,1,0,5.700413363054395,5.314427062869072,Atletico Madrid
Jan Oblak,,GK,,26,,2340,0,0,0,0,0,0.0,0.0,Atletico Madrid
Jano Monserrate,,S,,1,,13,0,0,0,0,0,0.0,0.0,Atletico Madrid
Javier Morcillo,,S,,1,,22,0,0,0,0,0,0.0,0.0,Atletico Madrid
Johnny Cardoso,,M S,,13,,784,0,0,0,5,0,0.0442219888791441,0.3355124518275261,Atletico Madrid
Juan Musso,,GK,,4,,360,0,0,0,2,0,0.0,0.0,Atletico Madrid
Julio Díaz,,D,,1,,90,0,0,0,0,0,0.0327764712274074,0.0134829543530941,Atletico Madrid
Julián Álvarez,,F S,,29,,1926,8,4,2,2,0,8.894600672647357,6.265264900401235,Atletico Madrid
Koke,,M S,,28,,1788,2,2,0,5,0,0.7916494272649288,2.626644784584641,Atletico Madrid
Marc Pubill,,D S,,12,,838,0,1,0,1,0,0.2221174966543913,0.6268223077058792,Atletico Madrid
Marcos Llorente,,D M S,,25,,1857,0,4,0,5,0,2.1275672614574432,4.157412007451057,Atletico Madrid
Matteo Ruggeri,,D S,,21,,1368,0,3,0,4,0,0.1998444329947233,2.9691379573196173,Atletico Madrid
Nahuel Molina,,D S,,22,,1109,2,1,0,4,0,0.3052385859191417,1.7843952868133783,Atletico Madrid
Nicolás González,,D F M S,,22,,1364,3,0,0,4,1,4.920811899006367,1.7241394147276878,Atletico Madrid
Obed Vargas,,M S,,4,,215,0,0,0,1,0,0.0,0.0908467397093772,Atletico Madrid
Pablo Barrios Rivas,,M S,,21,,1591,1,1,0,0,0,1.4028489515185356,1.6999459583312273,Atletico Madrid
Robin Le Normand,,D S,,22,,1403,1,0,0,3,0,1.0887540504336355,0.0452499352395534,Atletico Madrid
Taufik Seidu,,S,,1,,15,0,0,0,1,0,0.0,0.0,Atletico Madrid
Thiago Almada,,F M S,,21,,1006,3,1,0,1,0,3.392496343702078,1.9072739090770483,Atletico Madrid
Álex Baena,,F M S,,21,,1169,2,2,0,3,0,1.5535755176097157,3.868131777271629,Atletico Madrid
Rodrigo Mendoza,,F M S,,20,,1008,1,0,0,5,0,0.6250370051711798,0.8039742140099406,"Atletico Madrid,Elche"
Javi Galán,,D S,,18,,1265,0,1,0,2,0,0.1605566628277301,1.4690151270478964,"Atletico Madrid,Osasuna"
Andreas Christensen,,D S,,12,,346,0,0,0,1,0,0.1262912936508655,0.0158752612769603,Barcelona
Dani Olmo,,F M S,,25,,1617,7,7,0,0,0,7.533358035609126,5.500887935981154,Barcelona
Dro Fernández,,M S,,4,,83,0,0,0,0,0,0.0,0.0516483634710311,Barcelona
Eric Garcia,,D M S,,28,,2277,1,1,0,2,0,3.304715894162655,1.553778799250722,Barcelona
Fermín López,,M S,,24,,1360,5,8,0,3,0,5.447469141334295,7.153464000672102,Barcelona
Ferrán Torres,,F M S,,27,,1636,12,1,0,1,0,13.960711745545268,2.1071850527077918,Barcelona
Frenkie de Jong,,M S,,19,,1490,1,4,0,3,1,1.0822599418461325,4.611209314316511,Barcelona
Gavi,,S,,4,,60,0,1,0,0,0,0.0,0.1401124224066734,Barcelona
Gerard Martín,,D S,,25,,1556,0,0,0,6,0,0.2263313587754964,0.737631599418819,Barcelona
Joan García,,GK,,24,,2160,0,0,0,1,0,0.0,0.0,Barcelona
Jofre Torrents,,S,,3,,33,0,0,0,0,0,0.0,0.0,Barcelona
João Cancelo,,D S,,8,,521,1,2,0,0,0,0.805744756013155,2.1785051077604294,Barcelona
Jules Koundé,,D S,,26,,1915,1,3,0,4,0,2.112115003168583,4.20784854143858,Barcelona
Lamine Yamal,,F M S,,26,,2148,14,9,2,1,0,12.523949712514876,11.3462203592062,Barcelona
Marc Bernal,,M S,,17,,533,2,1,0,3,0,1.0003610253334043,0.6727183200418949,Barcelona
Marc Casadó,,M S,,19,,846,0,1,0,0,0,0.4599047219380736,0.4292725957930088,Barcelona
Marcus Rashford,,F M S,,25,,1413,5,6,0,2,0,7.628274221904576,4.252066107466817,Barcelona
Pau Cubarsí,,D,,25,,2220,1,0,0,3,0,0.5516378730535507,0.3548167273402214,Barcelona
Pedri,,M S,,22,,1552,2,7,0,0,1,2.2689719535410404,4.6222780011594296,Barcelona
Raphinha,,F M S,,20,,1336,11,3,3,4,0,9.96858157776296,5.760370654985309,Barcelona
Robert Lewandowski,,F S,,25,,1173,12,1,1,2,0,14.508236084133388,1.707246646285057,Barcelona
Ronald Araújo,,D S,,19,,847,3,0,0,2,0,2.221388068050146,0.0791825000196695,Barcelona
Roony Bardghji,,F M S,,16,,362,1,1,0,0,0,1.4823282193392515,1.71273129619658,Barcelona
Tomás Marqués,,S,,1,,3,0,0,0,0,0,0.0,0.0,Barcelona
Toni Fernández,,F,,1,,48,0,0,0,0,0,0.0,0.0881161764264106,Barcelona
Wojciech Szczesny,,GK,,6,,540,0,0,0,0,0,0.0,0.0,Barcelona
Xavi Espart,,D S,,2,,91,0,0,0,0,0,0.0,0.0,Barcelona
Álex Balde,,D S,,21,,1555,0,2,0,1,0,0.3146120570600033,2.844735460355878,Barcelona
Andrés Antañón,,S,,1,,15,0,0,0,0,0,0.0,0.0,Celta Vigo
Borja Iglesias,,F S,,27,,1542,11,2,3,6,0,9.881765931844711,1.6599800884723663,Celta Vigo
Bryan Zaragoza,,F M S,,19,,1138,1,1,1,1,0,1.910445837303996,2.2636110819876194,Celta Vigo
Carl Starfelt,,D S,,19,,1492,0,0,0,1,1,0.3869095593690872,0.0776824131608009,Celta Vigo
Carlos Domínguez,,D S,,8,,602,0,0,0,1,0,0.4936205185949802,0.0324050560593605,Celta Vigo
Damián Rodríguez,,M,,2,,155,0,0,0,1,0,0.0666191801428794,0.1211103573441505,Celta Vigo
Fernando López,,F M S,,9,,552,1,0,0,1,0,0.4242515936493873,0.3378814179450273,Celta Vigo
Ferrán Jutglà,,F M S,,22,,1287,7,2,0,4,0,4.342967939563096,1.3191038221120834,Celta Vigo
Hugo Burcio,,S,,1,,4,0,0,0,0,0,0.0,0.0,Celta Vigo
Hugo Sotelo,,M S,,17,,1192,0,2,0,3,0,0.0896841175854206,2.176755854859948,Celta Vigo
Hugo Álvarez,,D F S,,21,,1006,3,1,0,2,0,1.0004114173352718,1.8372167441993952,Celta Vigo
Iago Aspas,,F M S,,24,,781,4,3,2,2,0,4.172246567904949,3.763258198276162,Celta Vigo
Ilaix Moriba,,M S,,29,,1903,1,2,0,5,0,1.714939737692475,2.2352416589856148,Celta Vigo
Ionut Radu,,GK,,30,,2700,0,0,0,0,0,0.0,0.1440417915582656,Celta Vigo
Javier Rodríguez,,D S,,26,,1938,0,1,0,5,0,0.8124384488910437,0.5783786633983254,Celta Vigo
Javier Rueda,,D S,,20,,967,2,4,0,4,0,1.5871453676372766,2.876114832237363,Celta Vigo
Jones El Abdellaoui,,D F M S,,20,,584,2,0,0,0,0,2.3241814747452736,0.5126708522439003,Celta Vigo
Joseph Aidoo,,D S,,7,,550,0,0,0,0,0,0.3532345592975616,0.0,Celta Vigo
Manuel Fernández,,D S,,13,,726,0,0,0,2,0,0.0420662704855203,0.0310803558677434,Celta Vigo
Marcos Alonso,,D S,,25,,2161,1,0,1,4,0,2.1715164687484503,0.9213417880237104,Celta Vigo
Matías Vecino,,M S,,3,,72,0,0,0,0,0,0.0422598384320735,0.0,Celta Vigo
Miguel Román,,M S,,19,,1297,1,0,0,3,0,1.1040805764496326,2.089981175027788,Celta Vigo
Mihailo Ristic,,D,,4,,265,0,0,0,0,0,0.01605817489326,0.0660375989973545,Celta Vigo
Pablo Durán,,F M S,,23,,1116,2,2,0,0,0,3.4569044653326277,2.004020149819553,Celta Vigo
Sergio Carreira,,D S,,26,,2044,2,1,0,2,0,1.520052356645465,1.0122397849336269,Celta Vigo
Williot Swedberg,,F M S,,22,,907,4,3,0,2,0,4.168967954814434,1.3562798276543615,Celta Vigo
Yoel Lago,,D S,,5,,341,0,0,0,2,0,0.0,0.0244398601353168,Celta Vigo
Óscar Mingueza,,D M S,,26,,1674,1,4,0,4,0,0.4965645000338554,2.792735720053315,Celta Vigo
Álvaro Núñez,,D M,,21,,1784,0,2,0,2,0,0.2243863698095083,2.517910910770297,"Celta Vigo,Elche"
